tipo;codigo;tipologia;entidad_bancaria;terminal;direccion;ciudad_id;regional_id;compartido_con;cumpleanos;administrado;numero_site;marca;tipo_site;aseo;ayc;mantenimiento
ATM;243;X DEMANDA;Banco de Bogota;OFICINA CARRERA 10 CALLE 17 I;KR 10 # 16-92;1;5;N/A;Marzo;OFICINA;SITE-0143;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;244;TIPO 3;Banco de Bogota;OFICINA GUARNE I;CL 51 # 49-59/67;98;7;N/A;Marzo;OFICINA;SITE-0144;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;245;TIPO 3;Banco de Bogota;OFICINA SANTUARIO I;CL 50 # 49-53;94;7;N/A;Marzo;OFICINA;SITE-0145;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;246;TIPO 3;Banco de Bogota;OFICINA MUNICIPIO LA ESTRELLA I;KR 61 # 79 S-27;104;7;N/A;Marzo;OFICINA;SITE-0146;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;247;TIPO 3 B;Banco de Bogota;OFICINA UNICENTRO PALMIRA I;CL  42 # 35-188;301;4;247-7028;Diciembre;OFICINA;SITE-0147;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;248;TIPO 4;Banco de Bogota;CENTRO COMERCIAL GRAN PLAZA ENSUEñO I;CL 59 S # 51 - 21;1;5;N/A;Diciembre;ATLAS;SITE-0637;DIEBOLD;SIN SITE;D;N/A;X
ATM;249;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL MERCURIO III;KR 7 # 32-35 LOCAL 156 - 159;320;5;140-2547-0249;Mayo;OFICINA;SITE-2683;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;250;TIPO 3 B;Banco de Bogota;OFICINA LA JAGUA DE IBIRICO III;CL 7 # 3 A-58;254;6;2578-2687-250;Marzo;OFICINA;SITE-2837;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;251;TIPO 4 B;Banco de Bogota;OFICINA PLAZA NEIRA UBATE II;KR 8 # 8-13;34;8;612-251;Abril;PROSEGUR;SITE-3017;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;252;TIPO 2 B;Banco de Bogota;EDS BIOMAX ESPERANZA BOSA I;KR 79 S # 74 D-11 S;1;5;0252-7052;Abril;ATLAS;SITE-0150;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;253;TIPO 4;Banco de Bogota;EDS BIOMAX SUPER RAYO ZIPAQUIRA I;CL 1 # 10-86;36;8;N/A;Marzo;PROSEGUR;SITE-0151;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;254;TIPO 4;Banco de Bogota;EDS BIOMAX INTEGRAL DE SERVICIOS I;CL 13 # 31-42;287;4;N/A;Abril;ATLAS;SITE-0152;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;255;TIPO 9;Banco de Bogota;GASEOSAS LUX I;AV AMERICAS # 50-85;1;5;N/A;Enero;BRINKS;SITE-0153;DIEBOLD;CABINA;L-S;N/A;X
ATM;257;TIPO 1 B;Banco de Bogota;OFICINA VILLA COLOMBIA CALI II;CL 44 # 16-47;287;4;468-257;Abril;OFICINA;SITE-2954;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;258;X DEMANDA;Banco de Bogota;OFICINA PREMIUM URBAN PLAZA I;KR 11 CL 90 LOCAL 1 C.C. URB PLZ;1;8;N/A;Septiembre;OFICINA;SITE-0155;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;259;TIPO 4;Banco de Bogota;OLIMPICA GRAN PLAZA BOSA I;CL 65 S # 78 H 51;1;5;N/A;Diciembre;PROSEGUR;SITE-0629;DIEBOLD;CABINA;D;N/A;X
ATM;260;TIPO 4;Banco de Bogota;OLIMPICA ARACATACA I;CL 8 # 5 A-41;234;6;N/A;Septiembre;PROSEGUR;SITE-0005;DIEBOLD;CABINA;D;N/A;X
ATM;261;TIPO 8;Banco de Bogota;UNIVERSIDAD DE SANTANDER I;CL 70 # 55  210;150;9;N/A;Junio;ATLAS;SITE-0158;DIEBOLD;CUBICULO INDEPENDIENTE;L-V;N/A;X
ATM;262;TIPO 3 B;Banco de Bogota;OFICINA C.C. HAYUELOS II;CL 20 # 82-52 LOCAL 1-05/1-06;1;5;2688-0262-9578;Marzo;ATLAS;SITE-2840;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;263;TIPO 3 B;Banco de Bogota;OFICINA CARMEN DE VIBORAL II;CL 30 # 30-71;93;7;0263-2257;Marzo;OFICINA;SITE-2666;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;264;TIPO 4 B;Banco de Bogota;GALERIA COMERCIAL MULTIPLAZA I;CL 68 S # 47-11 LOCAL 111, BARRIO CANDELARIA LA NUEVA;1;5;264-7029;Junio;ATLAS;SITE-2843;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;265;TIPO 4;Banco de Bogota;BARRIO LISBOA BOGOTA I;TV 127 # 132 D - 04;1;8;N/A;Julio;ATLAS;SITE-0159;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;266;TIPO 4;Banco de Bogota;SUPERMERCADO COORCAFAM I;CL 143 B # 149 B - 23;1;8;N/A;Junio;ATLAS;SITE-0160;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;267;TIPO 4;Banco de Bogota;EDS BIOMAX GUAMAL I;KR 7 # 19-25;169;9;N/A;Julio;PROSEGUR;SITE-0161;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;268;TIPO 3;Banco de Bogota;CENTRO DE PAGOS ISERRA 100 I;TV 55 # 98 A - 66;1;8;N/A;Agosto;ATLAS;SITE-0162;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;269;TIPO 1 B;Banco de Bogota;OFICINA CENTRO COMERCIAL DIVER PLAZA ALAMOS I;DG 71 B # 100-11 LOCAL 105 - 106;1;8;0269-9584;Septiembre;ATLAS;SITE-2848;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;D;X
ATM;270;TIPO 4;Banco de Bogota;SUPERMERCADO RENDIDOR I;CL 15 # 11 BIS-126;308;4;N/A;Abril;TDV DEL SUR;SITE-0163;DIEBOLD;CABINA;D;N/A;X
ATM;271;TIPO 4 B;Banco de Bogota;CASTILLA I;CALLE 98 67-47;112;7;277-271;Marzo;ATLAS;SITE-2384;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;272;X DEMANDA;Banco de Bogota;HACEB COPACABANA I;CL 59 # 55-80;89;7;N/A;Julio;TDV DEL SUR;SITE-0165;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;276;TIPO 4;Banco de Bogota;MUNICIPIO DE VIOTA I;KR 10 #18-43 LOCAL 5;68;5;N/A;Octubre;TDV DEL SUR;SITE-0168;DIEBOLD;SIN SITE;D;N/A;X
ATM;277;TIPO 4 B;Banco de Bogota;CASTILLA II;CALLE 98 67-47;112;7;277-271;Marzo;ATLAS;SITE-2384;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;278;TIPO 4;Banco de Bogota;CONJUNTO RESIDENCIAL BARCELONA PLAZA BARRIO CIUDAD ROMA I;CL 53 S # 79 C - 04 LOCAL 08;1;5;N/A;Julio;PROSEGUR;SITE-0169;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;279;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL MIRAMAR II;KR 43 CL 99;238;6;2603-279;Junio;BRINKS;SITE-1312;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;280;TIPO 4;Banco de Bogota;MARKET TULUA COLOMBINA I;KM 2, VIA TULUA - BUGA,  LA ELIANA, PASAJE DE TAPIAS. FRENTE AL SENA DE TULUA;311;4;N/A;Diciembre;BRINKS;SITE-1242;DIEBOLD;CABINA;D;N/A;X
ATM;281;TIPO 2;Banco de Bogota;FERRETERIA CARLOS RESTREPO I;KR 27 # 96 - 46;287;4;N/A;Junio;BRINKS;SITE-0172;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;282;TIPO 4;Banco de Bogota;SUPERMERCADO SURTIFAMILIAR ALAMEDA I;CL 9 B # 23 C-65;287;4;N/A;Mayo;PROSEGUR;SITE-0173;DIEBOLD;CABINA;D;N/A;X
ATM;284;TIPO 4;Banco de Bogota;SUPERMERCADO SURTIFAMILIAR CENTRO I;KR 12 # 8-38;295;4;N/A;Mayo;ATLAS;SITE-0175;DIEBOLD;CABINA;D;N/A;X
ATM;285;TIPO 4;Banco de Bogota;SUPERMERCADO SURTIFAMILIAR VALLEGRANDE I;KR 30 CL 13;295;4;N/A;Mayo;ATLAS;SITE-0176;DIEBOLD;CABINA;D;N/A;X
ATM;286;TIPO 4;Banco de Bogota;SUPERMERCADO SURTIFAMILIAR EL CERRITO I;CL 8 # 13-52;291;4;N/A;Mayo;PROSEGUR;SITE-0177;DIEBOLD;CABINA;D;N/A;X
ATM;287;TIPO 4;Banco de Bogota;SUPERMERCADO SURTIFAMILIAR TULUA I;KR 21 # 25 - 76;311;4;N/A;Mayo;BRINKS;SITE-0178;DIEBOLD;CABINA;D;N/A;X
ATM;288;TIPO 4;Banco de Bogota;OFICINA GIGANTE I;KR 4 # 3-64;165;9;N/A;Abril;PROSEGUR;SITE-0179;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;289;TIPO 2;Banco de Bogota;EDS ESSO BARRIO LAS QUINTAS BOGOTA I;CL 71 S # 3 A-07;1;5;N/A;Mayo;ATLAS;SITE-0180;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;290;TIPO 3;Banco de Bogota;OFICINA SAN AGUSTIN HUILA I;CL 3 # 10-48;208;9;N/A;Mayo;OFICINA;SITE-0181;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;291;TIPO 4;Banco de Bogota;C.C. CARACOLI I;C.C. CARACOLI P 3;161;9;N/A;Mayo;ATLAS;SITE-0182;DIEBOLD;SIN SITE;D;N/A;X
ATM;292;TIPO 4;Banco de Bogota;EXITO CARULLA VILLA COUNTRY I;CL 78 # 53-70 LOCAL 106;238;6;N/A;Mayo;TDV DEL SUR;SITE-0183;DIEBOLD;SIN SITE;D;N/A;X
ATM;293;TIPO 4;Banco de Bogota;MALECON LOS CIRCUS I;CL  8 A # 11 E - 53 BARRIO COLSAG. C.C. CIRCUS POP;155;9;N/A;Junio;PROSEGUR;SITE-0184;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;294;Tipo 3 B;Banco de Bogota;OFICINA CAREPA I;CL 80 #  77-35;81;7;294-312;Septiembre;OFICINA;SITE-0185;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;295;X DEMANDA;Banco de Bogota;AEROPUERTO INTERNACIONAL EL DORADO V;AEROPUERTO INTERNACIONAL EL DORADO (P 1);1;8;N/A;Enero;BRINKS;SITE-0096;DIEBOLD;CABINA;N/A;N/A;N/A
ATM;297;TIPO 3 B;Banco de Bogota;OFICINA C.C. LA FLORIDA I;CL 71 # 65-74 LOCAL 2155-2157-2159-2160;112;7;297-298;Mayo;OFICINA;SITE-2886;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;298;TIPO 3 B;Banco de Bogota;OFICINA C.C. FLORIDA II;CL 71 # 65-74 LOCAL 2155-2157-2159-2160;112;7;297-298;Julio;OFICINA;SITE-2886;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;300;TIPO 3 B;Banco de Bogota;OFICINA LERIDA II;KR 5 A # 7-85;178;9;2442-300;Noviembre;OFICINA;SITE-2810;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;301;TIPO 3 B;Banco de Bogota;CR OFICINA EDEN III;Av Boyaca Calle 13  locales L1- 109.;1;5;301-3228-3275;Septiembre;ATLAS;SITE-2599;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;302;TIPO 4;Banco de Bogota;SUPER INTER ZARZAL I;KR 10 # 8 - 20;318;4;N/A;Abril;BRINKS;SITE-3206;DIEBOLD;CABINA;D;N/A;X
ATM;306;TIPO 8;Banco de Bogota;HOSPITAL SAN JOSE l (SAN ANDRESITO SAN JOSE);CL 10 # 18 - 75 - ENTRADA POR EL PARQUEADERO;1;5;N/A;Abril;ATLAS;SITE-2236;DIEBOLD;CABINA;L-V;N/A;X
ATM;308;TIPO 4;Banco de Bogota;CENCOSUD AUTOPISTA SUR I;AUTO S # 77 A-18;1;5;N/A;Noviembre;PROSEGUR;SITE-0192;DIEBOLD;CABINA;D;N/A;X
ATM;309;TIPO 4;Banco de Bogota;CENCOSUD BOSA I;KR 92 # 60-90;1;5;N/A;Diciembre;ATLAS;SITE-0193;DIEBOLD;CABINA;D;N/A;X
ATM;310;TIPO 4;Banco de Bogota;CENCOSUD 20 DE JULIO I;KR 10 # 30 B-20 S;1;5;N/A;Enero;BRINKS;SITE-0194;DIEBOLD;CABINA;D;N/A;X
ATM;311;TIPO 1 B;Banco de Bogota;OFICINA TUNJA III;CL 20 # 10-60;224;9;2230-2149-311;Noviembre;PROSEGUR;SITE-2735;HYOSUNG;SIN SITE;F.S.;D;X
ATM;312;TIPO 3 B;Banco de Bogota;OFICINA CAREPA II;CL 80 # 77 - 85;81;7;294-312;Febrero;OFICINA;SITE-0185;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;313;TIPO 4;Banco de Bogota;MUNICIPIO DE RIONEGRO SANTANDER I;TV 14 # 11-09;206;9;N/A;Diciembre;BRINKS;SITE-0196;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;314;TIPO 4;Banco de Bogota;MUNICIPIO DE SAN PELAYO I;CL  6 KR 6 ESQ;130;7;N/A;Agosto;BRINKS;SITE-0197;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;315;TIPO 4;Banco de Bogota;CENCOSUD EL CASTILLO I;KR 13 # 31 A-45;242;6;N/A;Abril;BRINKS;SITE-0198;DIEBOLD;CABINA;D;N/A;X
ATM;316;TIPO 4;Banco de Bogota;ALMACEN ROMI CEDRITOS I;AV 9 # 139-88;1;8;N/A;Enero;ATLAS;SITE-0199;DIEBOLD;CABINA;D;N/A;X
ATM;319;TIPO 4;Banco de Bogota;COLSUBSIDIO BOSA PORVENIR I;CL 54F SUR # 93C 18.;1;5;N/A;Agosto;ATLAS;SITE-2184;DIEBOLD;CABINA;D;N/A;X
ATM;320;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL CENTRO SUBA II;CL 140 # 91-19 LOCAL 10-108;1;8;0452-0320-9590;Marzo;ATLAS;SITE-0308;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;321;TIPO 4;Banco de Bogota;CARULLA ZAZUE SANTA MARTA I;CRUCE ALCATRACES # 116A - 94;275;6;N/A;Junio;PROSEGUR;SITE-2916;DIEBOLD;CABINA;D;N/A;X
ATM;323;TIPO 4;Banco de Bogota;MERCATIENDAS EL RENDIDOR l;CL 16 # 4 - 48;314;4;N/A;Septiembre;ATLAS;SITE-0271;DIEBOLD;CABINA;D;N/A;X
ATM;324;TIPO 8;Banco de Bogota;GRUPO AVAL PISO 23 I;KR 13 # 27-47 P 23;1;8;N/A;Febrero;TDV DEL SUR;SITE-2897;DIEBOLD;CABINA;L-V;N/A;X
ATM;325;TIPO 8;Banco de Bogota;INDUSTRIAL ECOEFICIENTE DE ARTES GRAFICAS I;KR 22 # 17-60;1;5;N/A;Febrero;PROSEGUR;SITE-0207;DIEBOLD;CUBICULO INDEPENDIENTE;L-V;N/A;X
ATM;326;TIPO 4;Banco de Bogota;HOMECENTER MOSQUERA l;PARQUE INDUSTRIAL EL PORTAL AVENIDA TRONCAL DE OCCIDENTE # 1  59 EL PORTAL CENTRO LOGISTICO Y EMPRESARIAL.;21;8;N/A;Octubre;PROSEGUR;SITE-3110;DIEBOLD;CABINA;D;N/A;X
ATM;327;TIPO 4;Banco de Bogota;CENCOSUD SOACHA I;KR 7 # 32-25;320;5;N/A;Enero;ATLAS;SITE-0208;DIEBOLD;SIN SITE;D;N/A;X
ATM;328;TIPO 4;Banco de Bogota;MALL CUERO VELEZ I;CL 29 # 52-98;112;7;N/A;Diciembre;TDV DEL SUR;SITE-0209;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;329;TIPO 3 B;Banco de Bogota;OFICINA C.C. NUESTRO CARTAGO I;Carrera 2 No. 34-12 Local 255;82;7;9594-329;Julio;ATLAS;SITE-2506;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;330;TIPO 4;Banco de Bogota;CENCOSUD CUCUTA LIBERTADORES I;AV 9 A # 20 N-55;155;9;N/A;Enero;PROSEGUR;SITE-0211;DIEBOLD;CABINA;D;N/A;X
ATM;333;TIPO 4 B;Banco de Bogota;CENTRO COMERCIAL DIVERPLAZA ll;TV 96 # 70A - 85 ;1;8;658-333;Noviembre;ATLAS;SITE-0505;DIEBOLD;SIN SITE;D;N/A;X
ATM;335;TIPO 3 B;Banco de Bogota;OFICINA CENTRO COMERCIAL CASABLANCA MADRID II;CL 7 # 1 A - 91 LOCAL 27 ;19;8;2989-0335;Noviembre;OFICINA;SITE-1200;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;336;TIPO 4;Banco de Bogota;C.C. ATALAYA I;JUAN ATALAYA  ET 1 MZ 1- 6 # 15;155;9;N/A;Enero;PROSEGUR;SITE-0216;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;337;TIPO 4;Banco de Bogota;ALKOSTO CALI I;CL 13 KR 80;287;4;N/A;Marzo;BRINKS;SITE-0217;DIEBOLD;CABINA;D;N/A;X
ATM;339;TIPO 4;Banco de Bogota;BARRIO CASTILLA MEDELLIN I;KR 68 # 94-71;112;7;N/A;Enero;BRINKS;SITE-0219;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;340;TIPO 4;Banco de Bogota;COLSUBSIDIO FONTIBON I;CL 17 No 98-71;1;5;N/A;Noviembre;ATLAS;SITE-0440;DIEBOLD;CABINA;D;N/A;X
ATM;341;TIPO 4;Banco de Bogota;SUPERMERCADO LA ECONOMIA I;CL 14 # 13-27;133;7;N/A;Mayo;ATLAS;SITE-0221;DIEBOLD;CABINA;D;N/A;X
ATM;343;TIPO 4;Banco de Bogota;CENCOSUD EXPRESS CARRERA 3 I;KR 3 # 20-38;1;5;N/A;Enero;BRINKS;SITE-0223;DIEBOLD;CABINA;D;N/A;X
ATM;344;TIPO 4;Banco de Bogota;BOLIVAR PLAZA I;KR 8 A # 19-48;116;7;N/A;Marzo;PROSEGUR;SITE-0224;DIEBOLD;CABINA;D;N/A;X
ATM;345;TIPO 3;Banco de Bogota;OFICINA C.C. MALL PLAZA I;KR 13 # 31 A-45 LOCAL 14 - 15 - 16;242;6;N/A;Diciembre;OFICINA;SITE-0225;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;346;TIPO 4;Banco de Bogota;EDS BIOMAX BIMA I;AUTO N # 232-35;1;8;N/A;Febrero;PROSEGUR;SITE-0226;DIEBOLD;SIN SITE;D;N/A;X
ATM;347;TIPO 4;Banco de Bogota;ALMACEN ROMI SUBA I;KR 92 # 151 - 1;1;8;N/A;Febrero;PROSEGUR;SITE-0227;DIEBOLD;SIN SITE;D;N/A;X
ATM;349;TIPO 4;Banco de Bogota;EDS BIOMAX DANUBIO I;CL 15 # 19-99;11;8;N/A;Enero;ATLAS;SITE-0229;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;350;TIPO 4;Banco de Bogota;EDS BIOMAX SAN JORGE I;KM 19 VIA MOSQUERA (MADRID);21;8;N/A;Enero;TDV DEL SUR;SITE-0230;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;351;TIPO 3 B;Banco de Bogota;OFICINA C.C. CALIMA I BOGOTA;KR 30 # 19- 50;1;5;352-351;Enero;OFICINA;SITE-2919;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;352;TIPO 3 B;Banco de Bogota;OFICINA C.C. CALIMA II BOGOTA;KR 30 # 19- 50;1;5;352-351;Enero;OFICINA;SITE-2919;DIEBOLD;SIN SITE;F.S.;N/A;X
ATM;353;TIPO 4;Banco de Bogota;BRIGADA CAREPA I;KM 1 VIA AL MAR BRIGADA XVII;81;7;N/A;Abril;PROSEGUR;SITE-2488;DIEBOLD;CABINA;D;N/A;X
ATM;354;TIPO 4;Banco de Bogota;CENTRO COMERCIAL SERREZUELA I;Cra. 11 # 39-21;242;6;N/A;Junio;BRINKS;SITE-3186;DIEBOLD;SIN SITE;D;N/A;X
ATM;355;TIPO 3;Banco de Bogota;CENTRO DE VIVIENDA ESPECIALIZADO BOGOTA NORTE l;KR 20 # 124 - 45;1;8;N/A;Enero;TDV DEL SUR;SITE-2922;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;356;TIPO 4;Banco de Bogota;OFICINA C.C. CITYPLAZA I;CL 36 D S # 27 A-105 LOMA DEL ESCOBERO ENVIGADO;95;7;N/A;Diciembre;TDV DEL SUR;SITE-0233;DIEBOLD;SIN SITE;D;N/A;X
ATM;357;TIPO 3;Banco de Bogota;OFICINA VILLAVICENCIO III;KR 30 # 47 - 61;67;9;N/A;Julio;OFICINA;SITE-0234;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;358;TIPO 4;Banco de Bogota;CENTRO COMERCIAL EL PUENTE SANGIL I;CL 10 # 12 - 184;210;9;N/A;Noviembre;BRINKS;SITE-1202;DIEBOLD;CABINA;D;N/A;X
ATM;359;TIPO 3;Banco de Bogota;OFICINA BARANOA I;KR 19 # 16 A - 16;236;6;N/A;Junio;OFICINA;SITE-0235;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;360;TIPO 4;Banco de Bogota;EXITO NORTE BOGOTA I;CL 175 # 22 - 13;1;8;N/A;Diciembre;PROSEGUR;SITE-0236;DIEBOLD;CABINA;D;N/A;X
ATM;361;TIPO 4;Banco de Bogota;C.C. UNICO YUMBO I;CL 15 KR 5/6 FRENTE PLAZOLETA DE COMIDAS;317;4;N/A;Diciembre;PROSEGUR;SITE-0237;DIEBOLD;CABINA;D;N/A;X
ATM;362;TIPO 2;Banco de Bogota;BARRANCABERMEJA CENTRO I;CORREG EL CENTRO SECT COMERCIAL PINCHOTE;149;9;N/A;Febrero;PROSEGUR;SITE-0238;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;363;TIPO 4;Banco de Bogota;PRIMERA DE MAYO BARRANCABERMEJA I;KR 34 C CL 52A;149;9;N/A;Junio;PROSEGUR;SITE-0239;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;364;TIPO 2;Banco de Bogota;PROVENZA I;CL 105 # 22-73;150;9;N/A;Febrero;ATLAS;SITE-0240;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;365;TIPO 4;Banco de Bogota;EDS BIOMAX CALARCA I;KR 16 # 38-47;79;7;N/A;Marzo;PROSEGUR;SITE-0241;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;366;TIPO 4;Banco de Bogota;MUNICIPIO DE SESQUILE I;KR 5 # 4-94;26;8;N/A;Marzo;PROSEGUR;SITE-0242;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;367;TIPO 8;Banco de Bogota;UNIVERSIDAD DE LOS LLANOS ORIENTALES SEDE CAMPESTRE I;KM 2 VIA PUERTO LOPEZ;67;9;N/A;Enero;TDV DEL SUR;SITE-0243;DIEBOLD;CUBICULO INDEPENDIENTE;L-V;N/A;X
ATM;368;TIPO 3;Banco de Bogota;COLEGIO SAN VIATOR I;AUTO N # 209-51;1;8;N/A;Febrero;BRINKS;SITE-0244;DIEBOLD;CABINA;F.S.;N/A;X
ATM;369;X DEMANDA;Banco de Bogota;OFICINA PREMIUM EDIFICIO BANCO DE BOGOTA I;KR 3 CON CL 8;287;4;N/A;Noviembre;OFICINA;SITE-0245;DIEBOLD;SIN SITE;N/A;N/A;N/A
ATM;370;TIPO 4;Banco de Bogota;CENCOSUD HAYUELOS I;KR 86 # 19 A-50;1;5;N/A;Febrero;BRINKS;SITE-0246;DIEBOLD;CABINA;D;N/A;X
ATM;371;TIPO 4;Banco de Bogota;CENCOSUD EXPRESS JAVERIANA I;KR 7 # 45-10 LOCAL 1;1;8;N/A;Enero;PROSEGUR;SITE-0247;DIEBOLD;CABINA;D;N/A;X
ATM;372;TIPO 4;Banco de Bogota;OLIMPICA AGUACHICA I;CL 5 # 23-73;143;9;N/A;Octubre;PROSEGUR;SITE-0248;DIEBOLD;CABINA;D;N/A;X
ATM;373;TIPO 4;Banco de Bogota;MUNICIPIO DE MAHATES I;CL 18 # 41-10;257;6;N/A;Abril;PROSEGUR;SITE-0249;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;374;TIPO 4;Banco de Bogota;CARULLA SANTA LUCIA I;DG 31 # 54 -175 C.COMER;242;6;N/A;Noviembre;BRINKS;SITE-0250;DIEBOLD;CABINA;D;N/A;X
ATM;376;TIPO 4 B;Banco de Bogota;CENTRO COMERCIAL MILENIO PLAZA II;AK 86 # 42 B-51 LOCAL 2191;1;5;2341-376;Agosto;PROSEGUR;SITE-2773;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;377;TIPO 3 B;Banco de Bogota;OFICINA SAN ANDRES II;AV COLON # 2-86;271;6;2042-377;Marzo;OFICINA;SITE-2707;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
ATM;378;TIPO 4;Banco de Bogota;C.C. EL POBLADO PLAZA I;CL 28 KR 23 LOCAL 13 B;116;7;N/A;Mayo;ATLAS;SITE-0251;DIEBOLD;CABINA;D;N/A;X
ATM;379;TIPO 4;Banco de Bogota;PARQUE DE LA VIDA I;CL 49 # 25-91;149;9;N/A;Febrero;PROSEGUR;SITE-0252;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;380;TIPO 4;Banco de Bogota;EDS UNIVILLA PEREIRA I;AV 30 DE AGOSTO  # 87-24;116;7;N/A;Junio;PROSEGUR;SITE-0253;DIEBOLD;CUBICULO INDEPENDIENTE;D;N/A;X
ATM;381;TIPO 4 B;Banco de Bogota;Z.A. C.C. CARACOLI I;KR 27 # 29-145 C.C. PARQUE CARACOLI - LOCAL 340;161;9;0381-9445;Octubre;ATLAS;SITE-2668;DIEBOLD;SIN SITE;D;N/A;X
ATM;382;TIPO 4;Banco de Bogota;AEROPUERTO ERNESTO CORTIZOS BARRANQUILLA I;AEROPUERTO BARRANQUILLA;238;6;N/A;Marzo;TDV DEL SUR;SITE-0254;DIEBOLD;CABINA;D;N/A;X
ATM;383;TIPO 4;Banco de Bogota;SUPERMERCADO CONSUMAX CURRULAO I;KR 50 # 49 A-37;90;7;N/A;Abril;PROSEGUR;SITE-0255;DIEBOLD;SIN SITE;D;N/A;X
ATM;384;TIPO 2;Banco de Bogota;BARRIO SAN CARLOS  I;KR 18 A # 53 - 20 S BARRIO SAN CARLOS FRENTE A LA IGLESIA;1;5;N/A;Abril;ATLAS;SITE-3023;DIEBOLD;CUBICULO INDEPENDIENTE;D;D;X
ATM;385;TIPO 3 B;Banco de Bogota;OFICINA RIONEGRO II;KR 51 # 49 A-09 L 116;122;7;385-2232;Octubre;OFICINA;SITE-1107;DIEBOLD;CUBICULO INDEPENDIENTE;F.S.;N/A;X
